respondent_id,submitted_at,duration_raw,source,source_detail,ip_address,q3_morning_commute_minutes,q4_evening_commute_minutes,q5_route_type,q6_morning_congestion_minutes,q7_evening_congestion_minutes,q8_1_congestion_problem,q8_2_reroute_frequency,q8_3_confidence,q8_4_return_normal,q9_car_nav,q9_phone_nav,q9_social_media,q9_web_announcement,q9_radio_announcement,q9_tv_announcement,q9_word_of_mouth,q9_visual_confirmation,q9_none,q9_other,q10_when_seek_info,q11_1_seek_info,q11_2_disagree_guidance,q11_3_ignore_guidance,q11_4_cancel_trip,q12_1_workzone,q12_2_special_event,q12_3_weather,q12_4_peak,q12_5_incident,q13_delay_threshold_minutes,q14_1_prefer_familiar,q14_2_familiar_enables_detour,q14_3_prefer_highway,q14_4_reliability_important,q14_5_multi_choices,q14_6_no_detour_if_longer,q14_7_lane_closure_impact,q14_8_choose_smooth,q14_9_immediate_detour,q14_1_prefer_familiar_1,q14_1_prefer_familiar_2,q14_1_prefer_familiar_3,q14_1_prefer_familiar_4,q14_1_prefer_familiar_5,q14_1_prefer_familiar_6,q14_1_prefer_familiar_7,q14_1_prefer_familiar_8,q14_1_prefer_familiar_9,q14_2_familiar_enables_detour_1,q15_wait_before_detour_minutes,q16_1_commute_am,q16_2_commute_pm,q16_3_shopping,q16_4_leisure,q16_5_long_trip,q16_6_emergency,q17_gender,q18_age,q19_ethnicity,q20_income,q21_occupation,q22_education,q24_vehicle_nav,q25_home_location,q26_work_location,total_score,duration_seconds,num_info_channels,info_channel_binary,delta_commute_minutes,avg_commute_minutes,congestion_ratio_morning,congestion_ratio_evening,overall_congestion_ratio,delay_minus_wait,risk_aversion_index,comfort_preference_index,efficiency_orientation_index,information_dependency_index,target_reroute_high,target_low_delay_tolerance,q5_route_type_1,q5_route_type_2,q5_route_type_3,q5_route_type_<NA>,q25_home_location_1,q25_home_location_2,q25_home_location_3,q25_home_location_4,q25_home_location_<NA>,q26_work_location_1,q26_work_location_2,q26_work_location_3,q26_work_location_4,q26_work_location_<NA>
1245,2023-04-22 09:57:19,773秒,样本服务,,218.88.90.229(四川-成都),60,73,1,18,30,5,3,4,4,0,1,0,0,0,0,0,0,0,0,5,5,2,2,1,4,4,2,5,4,47,4,4,5,4,5,5,4,3,3,2,3,3,5,4,4,3,2,2,4,20,2,4,3,3,4,5,1,34,1,3,1,4,1,2,4,419,773.0,1,1,13,66.5,0.3,0.410958904109589,0.3609022556390977,27,,0.375,0.35833333333333334,0.5625,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False
1069,2023-04-21 17:19:15,595秒,样本服务,,222.189.215.250(江苏-扬州),22,23,3,4,5,4,3,4,4,1,1,0,0,0,0,0,0,0,0,3,3,3,3,2,4,5,5,4,5,10,4,3,3,4,4,4,4,3,3,4,4,4,4,4,4,3,3,2,4,20,3,3,4,4,4,4,2,50,1,4,2,5,1,4,4,275,595.0,2,1,1,22.5,0.18181818181818182,0.21739130434782608,0.2,-10,,0.75,0.6666666666666667,0.375,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False
628,2023-04-20 10:08:08,588秒,样本服务,,106.226.186.85(江西-吉安),30,25,2,5,0,3,4,4,2,1,1,0,0,0,0,1,1,0,0,2,3,2,2,2,4,4,3,5,5,12,4,4,4,5,4,4,4,4,4,3,4,4,4,4,4,3,4,2,4,12,3,3,4,2,4,5,1,28,1,3,1,5,1,4,4,251,588.0,4,1,-5,27.5,0.16666666666666666,0.0,0.09090909090909091,0,,0.625,0.775,0.5,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1446,2023-04-24 10:55:05,507秒,样本服务,,222.186.174.30(江苏-镇江),33,31,1,6,4,4,4,5,4,1,1,0,0,0,0,0,1,0,0,1,3,3,2,2,4,4,5,3,5,6,4,3,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,2,3,8,4,4,3,3,3,4,1,34,1,4,1,5,1,4,4,259,507.0,3,1,-2,32.0,0.18181818181818182,0.12903225806451613,0.15625,-2,,0.875,0.7,0.4375,1,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False
611,2023-04-20 10:05:23,443秒,样本服务,,223.104.65.200(广东-肇庆),30,40,3,5,10,4,2,3,4,1,1,0,0,0,0,0,0,0,0,1,4,4,2,2,4,4,1,2,2,10,4,4,2,3,2,4,4,3,4,4,4,4,5,4,4,3,4,2,4,15,4,4,5,5,5,4,1,33,1,5,1,4,1,4,4,278,443.0,2,1,10,35.0,0.16666666666666666,0.25,0.21428571428571427,-5,,0.25,0.7916666666666667,0.5,0,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False
14,2023-04-17 16:22:20,337秒,样本服务,,182.104.18.33(江西-南昌),24,32,2,4,8,5,4,5,4,1,1,0,0,0,0,0,1,0,0,3,5,2,2,4,4,5,5,5,4,9,5,2,3,5,2,5,4,5,3,4,3,5,5,4,5,4,5,2,5,7,5,4,3,2,4,5,2,35,1,6,2,5,1,3,4,274,337.0,3,1,8,28.0,0.16666666666666666,0.25,0.21428571428571427,2,,1.0,0.675,0.6875,1,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False
17,2023-04-17 16:22:33,468秒,样本服务,,117.140.63.0(广西-钦州),27,27,3,6,3,4,3,4,2,1,1,0,0,0,0,0,0,0,0,2,4,3,4,3,4,3,5,5,4,8,4,4,4,4,3,3,3,3,4,4,3,3,4,3,3,4,3,2,4,14,3,4,3,3,4,5,2,34,1,3,2,5,1,4,4,256,468.0,2,1,0,27.0,0.2222222222222222,0.1111111111111111,0.16666666666666666,-6,,0.75,0.8083333333333333,0.5,0,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False
403,2023-04-19 15:21:04,422秒,样本服务,,116.8.154.11(广西-南宁),30,36,2,11,17,4,3,4,4,1,1,0,0,0,0,0,0,0,0,5,4,2,3,4,3,4,4,5,3,20,5,4,5,5,4,5,4,3,3,4,4,4,4,4,4,3,5,2,4,21,4,4,3,3,4,5,1,25,1,3,1,4,1,4,4,308,422.0,2,1,6,33.0,0.36666666666666664,0.4722222222222222,0.42424242424242425,-1,,0.625,0.5833333333333334,0.5,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1332,2023-04-23 10:18:14,852秒,样本服务,,39.84.66.189(山东-临沂),30,40,2,10,15,5,4,3,4,1,1,0,0,0,0,0,0,0,0,2,4,2,1,4,5,4,1,3,5,23,2,5,3,2,4,5,2,4,5,4,5,2,4,5,5,4,4,2,4,25,3,3,2,2,4,5,2,27,1,4,1,5,1,4,4,307,852.0,2,1,10,35.0,0.3333333333333333,0.375,0.35714285714285715,-2,,0.375,0.8083333333333333,0.5,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
566,2023-04-20 09:56:08,515秒,样本服务,,49.95.13.242(江苏-南京),21,33,2,9,21,5,4,5,2,1,1,0,0,0,0,0,1,0,0,2,4,1,2,3,2,4,5,4,5,15,5,5,4,4,5,5,4,3,4,4,5,4,5,4,5,4,4,2,5,15,5,2,2,4,5,5,1,32,1,5,1,4,1,2,2,298,515.0,3,1,12,27.0,0.42857142857142855,0.6363636363636364,0.5555555555555556,0,,0.75,0.75,0.5625,1,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False
842,2023-04-21 09:56:48,477秒,样本服务,,218.94.87.152(江苏-南京),30,35,1,15,20,5,3,4,4,0,1,0,0,1,0,0,1,0,0,5,5,1,1,3,3,4,2,3,4,20,5,4,4,5,5,3,4,5,3,4,4,4,5,4,4,4,1,1,5,20,2,2,4,4,5,5,2,32,1,5,1,5,1,4,4,312,477.0,3,1,5,32.5,0.5,0.5714285714285714,0.5384615384615384,0,,0.625,0.5833333333333334,0.6875,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False
967,2023-04-21 10:17:56,928秒,样本服务,,113.101.13.228(广东-汕尾),20,25,2,6,10,5,5,4,5,1,1,0,0,0,0,0,1,0,0,5,5,2,1,4,4,5,5,5,4,10,5,4,5,5,4,5,5,4,5,5,5,4,5,3,5,4,5,3,3,10,5,5,4,5,4,5,2,33,1,6,1,5,1,4,4,282,928.0,3,1,5,22.5,0.3,0.4,0.35555555555555557,0,,0.875,0.9166666666666667,0.6875,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
73,2023-04-18 10:32:24,729秒,样本服务,,27.185.26.162(河北-石家庄),54,71,2,18,22,5,4,3,4,1,1,0,0,0,0,0,0,0,0,1,5,3,2,2,5,4,3,4,5,15,4,4,5,4,5,3,5,4,3,4,5,4,4,4,5,3,4,3,4,15,4,4,3,4,3,5,1,35,1,5,1,5,1,4,4,381,729.0,2,1,17,62.5,0.3333333333333333,0.30985915492957744,0.32,0,,0.625,0.625,0.625,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
874,2023-04-21 10:00:03,542秒,样本服务,,101.226.18.105(上海-上海),45,50,2,10,14,5,5,3,4,1,0,0,0,1,0,0,1,0,0,3,4,2,2,3,5,4,5,4,4,6,4,3,3,4,4,5,4,4,4,4,3,4,4,5,4,3,3,1,5,10,5,4,4,3,4,5,1,34,1,6,1,6,1,4,4,317,542.0,3,1,5,47.5,0.2222222222222222,0.28,0.25263157894736843,-4,,0.875,0.825,0.5625,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
888,2023-04-21 10:01:31,582秒,样本服务,,61.184.107.122(湖北-黄石),20,20,3,10,20,3,2,4,4,1,1,0,0,0,0,0,1,0,0,5,4,1,1,3,4,5,4,4,4,30,4,2,3,5,4,5,4,2,3,4,5,4,4,3,4,5,4,1,4,30,2,2,3,4,4,5,2,33,1,4,2,5,1,4,4,298,582.0,3,1,0,20.0,0.5,1.0,0.75,0,,0.5,0.5,0.5625,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False
470,2023-04-19 15:35:23,351秒,样本服务,,101.82.244.134(上海-上海),60,60,2,20,20,5,4,5,4,0,1,0,0,0,0,0,1,0,0,5,4,2,1,3,5,4,5,5,4,20,4,3,4,5,4,4,5,4,5,4,5,4,5,4,5,4,3,1,5,15,5,5,4,4,5,5,1,35,1,6,1,5,1,4,4,389,351.0,2,1,0,60.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,5,,0.875,0.8333333333333334,0.5,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
243,2023-04-18 17:58:13,677秒,样本服务,,223.12.216.212(山西-太原),48,42,2,16,11,5,4,5,5,1,1,1,0,1,0,0,1,0,0,5,5,3,2,4,5,5,4,3,5,14,5,4,2,5,4,5,3,2,4,4,4,5,5,4,4,3,4,2,5,10,5,3,3,2,4,5,1,39,1,4,1,6,1,4,4,333,677.0,5,1,-6,45.0,0.3333333333333333,0.2619047619047619,0.3,4,,0.5,0.7583333333333333,0.8125,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1300,2023-04-23 10:12:01,351秒,样本服务,,120.242.241.106(安徽-安庆),30,34,3,39,49,5,4,3,4,1,1,0,0,0,0,0,1,0,0,5,4,3,2,3,5,4,5,5,5,50,5,3,4,4,3,3,4,5,4,3,3,5,5,4,3,3,4,2,5,25,4,3,3,4,3,4,2,26,1,2,1,4,1,4,4,400,351.0,3,1,4,32.0,1.3,1.4411764705882353,1.375,25,,1.0,0.4583333333333333,0.5625,1,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False
1480,2023-04-24 11:00:58,434秒,样本服务,,112.224.159.55(山东-临沂),31,27,2,5,9,3,4,4,4,1,1,0,0,0,0,0,1,0,0,3,2,2,3,2,5,5,4,3,5,10,5,2,2,4,4,4,5,5,5,3,5,4,4,3,3,4,5,3,5,10,5,5,3,4,3,5,2,26,1,3,1,6,1,4,4,266,434.0,3,1,-4,29.0,0.16129032258064516,0.3333333333333333,0.2413793103448276,0,,0.875,0.9166666666666667,0.3125,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
347,2023-04-19 10:11:19,443秒,样本服务,,112.47.147.60(福建-泉州),37,30,2,43,34,4,3,5,3,1,1,0,0,0,0,0,0,0,0,3,4,3,3,4,4,3,3,5,4,7,5,4,5,5,3,5,5,4,5,5,5,3,4,4,5,5,4,2,4,8,4,4,3,3,3,5,1,35,1,5,1,5,1,3,4,348,443.0,2,1,-7,33.5,1.162162162162162,1.1333333333333333,1.1492537313432836,-1,,0.625,0.9416666666666667,0.5,0,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False
956,2023-04-21 10:13:24,989秒,样本服务,,39.144.55.175(辽宁-营口),35,25,2,10,2,4,2,4,5,1,1,0,0,1,0,0,0,0,0,5,4,1,2,2,5,4,3,2,5,20,5,5,3,5,4,4,5,3,5,1,5,5,4,4,5,4,4,1,4,20,5,3,1,4,5,5,1,58,1,3,1,5,1,4,3,314,989.0,3,1,-10,30.0,0.2857142857142857,0.08,0.2,0,,0.5,0.8333333333333334,0.5625,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False
199,2023-04-18 17:50:28,313秒,样本服务,,117.136.45.68(江苏-南京),45,51,2,10,17,4,5,2,5,1,0,0,0,0,0,0,1,0,0,5,4,3,2,1,5,5,3,4,5,5,4,5,4,5,3,5,4,1,4,5,3,4,5,4,4,3,5,2,4,5,4,5,1,1,3,5,2,31,1,7,1,5,1,4,4,307,313.0,2,1,6,48.0,0.2222222222222222,0.3333333333333333,0.28125,0,,0.25,0.8333333333333333,0.5,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1271,2023-04-23 10:05:20,338秒,样本服务,,119.143.219.91(广东-广州),57,60,2,8,18,5,4,2,4,1,1,0,0,1,0,1,0,0,0,5,4,2,1,1,5,4,2,2,5,24,5,5,4,3,4,5,5,3,4,4,5,5,4,2,5,3,5,3,3,23,3,3,5,4,5,5,2,31,1,5,1,6,1,2,4,366,338.0,4,1,3,58.5,0.14035087719298245,0.3,0.2222222222222222,1,,0.375,0.675,0.625,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False
314,2023-04-19 10:08:10,349秒,样本服务,,115.152.140.63(江西-上饶),55,53,2,25,25,5,5,3,4,1,1,0,0,1,0,0,0,0,0,5,5,2,2,4,5,4,5,5,5,15,4,4,3,5,3,5,5,4,4,4,2,5,4,4,4,4,2,1,5,10,4,4,3,2,5,5,1,33,1,3,1,5,1,4,4,367,349.0,3,1,-2,54.0,0.45454545454545453,0.4716981132075472,0.46296296296296297,5,,0.875,0.75,0.6875,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1153,2023-04-22 09:41:26,381秒,样本服务,,42.249.2.130(辽宁-沈阳),30,30,3,11,12,4,4,5,5,0,1,0,0,1,0,0,0,0,0,3,4,3,3,2,4,5,3,4,5,9,4,5,4,3,5,4,4,5,4,5,4,5,4,5,3,4,5,4,1,15,4,5,2,2,4,5,2,36,1,3,1,5,1,4,4,296,381.0,2,1,0,30.0,0.36666666666666664,0.4,0.38333333333333336,-6,,0.75,0.8,0.5,1,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False
590,2023-04-20 10:00:31,396秒,样本服务,,183.228.131.40(重庆-重庆),30,30,2,5,10,5,4,4,4,1,1,0,0,0,0,1,1,0,0,1,5,1,1,1,5,4,2,4,5,20,4,5,4,5,4,5,4,1,5,2,5,4,5,4,5,5,1,1,5,15,5,5,4,4,4,5,1,30,1,7,1,5,1,4,4,288,396.0,4,1,0,30.0,0.16666666666666666,0.3333333333333333,0.25,5,,0.125,0.8333333333333334,0.75,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
594,2023-04-20 10:01:15,337秒,样本服务,,223.104.53.44(福建-福州),44,36,2,13,10,5,4,4,3,1,1,0,0,1,0,0,1,0,0,3,4,2,3,3,4,3,3,5,3,8,4,5,4,4,5,4,5,3,3,4,5,4,4,5,4,4,5,2,4,8,5,4,3,3,4,5,1,31,1,5,1,4,1,3,4,300,337.0,4,1,-8,40.0,0.29545454545454547,0.2777777777777778,0.2875,0,,0.5,0.6833333333333333,0.625,1,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False
457,2023-04-19 15:33:22,450秒,样本服务,,14.150.224.67(广东-佛山),22,25,1,37,32,5,3,5,2,1,1,0,0,0,0,0,1,0,0,5,4,2,1,3,5,3,4,4,5,31,5,5,3,4,4,4,5,2,3,4,3,3,4,5,4,3,5,1,5,31,4,5,3,3,4,5,1,29,1,2,3,2,1,3,3,351,450.0,3,1,3,23.5,1.6818181818181819,1.28,1.4680851063829787,0,,0.5,0.49166666666666664,0.5625,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False
834,2023-04-21 09:55:21,333秒,样本服务,,114.253.226.222(北京-北京),50,65,1,10,25,5,4,4,5,1,1,1,1,0,0,1,1,0,0,5,5,4,5,2,4,5,4,4,5,15,5,4,4,5,4,5,4,5,4,5,4,5,5,4,5,5,4,1,5,15,5,4,4,5,2,5,1,29,1,7,1,4,1,2,4,375,333.0,6,1,15,57.5,0.2,0.38461538461538464,0.30434782608695654,0,,0.875,0.75,0.875,1,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False
1389,2023-04-23 10:26:36,430秒,样本服务,,1.48.210.156(贵州-黔南),20,25,2,35,40,5,3,4,4,1,1,0,0,1,0,0,0,0,0,3,3,2,2,4,5,4,4,5,4,20,4,2,4,4,5,5,4,3,5,4,5,4,5,4,4,5,4,2,5,20,5,5,3,4,3,5,1,32,1,7,1,5,1,2,4,346,430.0,3,1,5,22.5,1.75,1.6,1.6666666666666667,0,,0.625,0.8333333333333334,0.4375,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False
587,2023-04-20 09:59:56,526秒,样本服务,,60.223.200.157(山西-晋中),35,40,2,10,15,4,5,5,4,1,1,0,0,0,0,1,1,0,0,5,5,2,2,1,5,4,5,5,5,6,5,4,1,4,4,5,4,2,3,4,2,5,4,4,3,3,4,1,4,17,2,3,5,4,2,5,1,27,1,4,1,5,1,4,4,291,526.0,4,1,5,37.5,0.2857142857142857,0.375,0.3333333333333333,-11,,0.625,0.7,0.75,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
306,2023-04-19 10:07:16,464秒,样本服务,,223.104.215.41(四川-成都),40,30,2,20,10,5,5,5,4,1,1,1,1,0,0,0,0,0,0,5,5,2,1,4,3,5,4,1,2,30,5,5,5,4,4,5,4,5,5,4,5,5,5,4,5,5,4,5,2,30,5,2,2,2,5,5,1,26,1,7,1,5,1,3,3,341,464.0,4,1,-10,35.0,0.5,0.3333333333333333,0.42857142857142855,0,,0.875,0.75,0.75,1,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False
427,2023-04-19 15:27:06,654秒,样本服务,,110.241.132.158(河北-邢台),30,40,2,15,20,4,3,4,4,1,1,0,0,1,0,0,1,0,0,3,3,3,1,3,5,5,3,3,4,15,5,5,4,5,4,5,4,5,3,3,2,4,5,4,4,3,4,1,5,15,5,4,4,3,5,5,1,26,1,2,1,5,1,3,4,309,654.0,4,1,10,35.0,0.5,0.5,0.5,0,,0.75,0.625,0.5,0,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False
307,2023-04-19 10:07:28,325秒,样本服务,,112.39.38.33(辽宁-盘锦),27,39,2,15,20,4,3,4,4,1,1,1,0,1,0,0,0,0,0,3,4,2,2,3,2,4,3,4,4,10,4,5,4,5,3,4,4,3,2,3,4,4,5,4,3,4,2,1,4,20,4,3,4,2,4,5,1,28,1,4,2,5,1,4,4,294,325.0,4,1,12,33.0,0.5555555555555556,0.5128205128205128,0.5303030303030303,-10,,0.5,0.5416666666666667,0.625,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
947,2023-04-21 10:12:01,704秒,样本服务,,111.224.220.25(河北-石家庄),20,45,2,5,30,4,2,2,4,0,1,0,0,0,0,0,1,0,1,3,2,3,2,1,5,3,3,3,4,40,5,4,3,4,3,5,5,2,4,3,3,5,4,2,2,3,4,5,2,20,1,2,3,3,4,5,2,26,1,3,1,6,1,4,4,312,704.0,2,1,25,32.5,0.25,0.6666666666666666,0.5384615384615384,20,,0.375,0.5416666666666667,0.25,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
461,2023-04-19 15:33:41,658秒,样本服务,,223.104.39.241(北京-北京),40,60,2,15,35,4,5,4,5,0,1,0,0,0,0,1,1,0,0,3,4,3,2,1,4,5,3,3,4,10,5,4,3,3,4,5,3,4,4,4,5,3,4,3,4,4,3,1,5,10,4,5,3,3,2,2,1,43,1,3,1,4,2,1,1,352,658.0,3,1,20,50.0,0.375,0.5833333333333334,0.5,0,,0.625,0.7916666666666667,0.5625,1,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False
561,2023-04-20 09:54:15,341秒,样本服务,,103.85.144.182(贵州-贵阳),55,56,3,17,23,5,5,3,4,1,1,0,0,1,0,0,1,0,0,5,5,2,2,5,4,5,5,5,4,21,4,4,3,4,5,5,4,4,5,4,4,5,3,4,3,3,3,4,2,25,4,4,3,3,4,5,1,32,1,3,1,5,1,4,4,381,341.0,4,1,1,55.5,0.3090909090909091,0.4107142857142857,0.36036036036036034,-4,,0.875,0.825,0.75,1,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False
1222,2023-04-22 09:52:49,508秒,样本服务,,223.96.232.69(山东-菏泽),16,28,3,9,20,4,5,4,4,1,1,1,0,1,0,0,0,0,0,5,4,2,2,3,4,2,5,5,5,13,4,4,2,4,2,4,4,4,4,4,4,5,4,4,4,4,4,4,2,17,4,5,4,3,4,5,2,28,1,6,1,5,1,4,3,278,508.0,4,1,12,22.0,0.5625,0.7142857142857143,0.6590909090909091,-4,,0.875,0.7666666666666666,0.625,1,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False
404,2023-04-19 15:21:04,546秒,样本服务,,120.229.145.18(广东-东莞),45,30,2,45,30,5,3,2,4,1,1,0,0,1,0,0,0,0,0,3,3,2,2,4,4,5,3,4,5,20,5,4,4,5,3,4,5,4,4,3,5,4,5,4,5,3,4,2,4,20,3,2,4,5,4,5,2,32,1,5,1,4,1,3,2,370,546.0,3,1,-15,37.5,1.0,1.0,1.0,0,,0.625,0.7083333333333334,0.4375,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1136,2023-04-22 09:37:52,388秒,样本服务,,182.150.41.176(四川-成都),50,50,2,10,10,4,3,2,3,1,1,0,0,0,0,0,0,0,0,5,3,4,3,2,4,4,3,3,4,10,4,3,4,4,4,4,4,2,4,4,3,4,4,3,3,3,3,2,4,10,3,3,3,3,3,4,2,28,1,4,1,5,1,4,4,297,388.0,2,1,0,50.0,0.2,0.2,0.2,0,,0.375,0.7916666666666667,0.375,0,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1039,2023-04-21 17:14:46,666秒,样本服务,,183.167.30.85(安徽-六安),30,40,3,8,13,3,3,4,3,1,1,0,0,1,0,0,1,0,0,3,2,1,2,3,5,3,4,4,5,10,5,5,4,4,3,3,4,5,3,2,3,3,4,5,4,3,3,2,4,15,3,4,4,3,3,5,2,24,1,5,2,4,1,4,3,275,666.0,4,1,10,35.0,0.26666666666666666,0.325,0.3,-5,,0.875,0.6666666666666667,0.375,0,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False
409,2023-04-19 15:21:45,402秒,样本服务,,106.61.138.92(云南-昆明),26,26,2,8,8,4,3,5,5,1,1,0,0,0,0,0,0,0,0,1,4,3,5,4,4,3,5,4,5,20,4,5,5,3,4,2,5,4,4,3,4,4,5,3,4,4,2,1,4,12,4,3,5,4,5,4,1,46,1,4,1,5,1,4,4,297,402.0,2,1,0,26.0,0.3076923076923077,0.3076923076923077,0.3076923076923077,8,,0.875,0.7083333333333334,0.5,0,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
402,2023-04-19 15:20:58,357秒,样本服务,,183.30.56.24(广东-惠州),34,43,2,16,21,4,3,3,3,1,0,0,0,0,0,0,0,0,0,1,4,4,3,2,4,2,4,4,4,22,4,4,3,4,4,4,4,3,4,3,4,4,3,3,4,4,4,3,4,20,4,4,3,4,2,4,1,37,1,3,1,5,1,4,2,330,357.0,1,1,9,38.5,0.47058823529411764,0.4883720930232558,0.4805194805194805,2,,0.625,0.6916666666666667,0.4375,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False
299,2023-04-19 10:06:41,457秒,样本服务,,180.163.28.245(上海-上海),36,48,1,7,13,4,4,5,4,1,1,0,0,1,0,0,0,0,0,1,4,3,4,4,4,4,2,4,4,13,5,4,2,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,14,5,4,3,3,4,3,1,34,1,3,1,4,1,2,2,310,457.0,3,1,12,42.0,0.19444444444444445,0.2708333333333333,0.23809523809523808,-1,,0.5,0.7666666666666666,0.5625,1,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False
1481,2023-04-24 11:01:19,449秒,样本服务,,106.123.154.54(新疆-乌鲁木齐),35,35,3,20,17,4,5,3,4,1,1,0,0,1,0,1,1,0,0,5,4,2,2,3,5,4,3,4,5,25,4,3,2,4,4,4,5,4,3,4,3,4,4,3,5,4,4,1,4,22,4,4,3,5,5,5,2,30,1,2,3,4,1,3,4,329,449.0,5,1,0,35.0,0.5714285714285714,0.4857142857142857,0.5285714285714286,3,,0.625,0.5416666666666666,0.6875,1,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1302,2023-04-23 10:12:16,351秒,样本服务,,112.224.141.159(山东-未知),40,40,1,15,15,4,5,3,4,1,1,0,0,0,0,0,0,0,0,1,4,3,3,4,5,5,4,4,5,10,4,3,4,4,4,4,3,4,3,5,3,4,3,3,3,3,3,2,4,10,4,4,3,3,4,5,1,28,1,2,1,4,1,1,1,302,351.0,2,1,0,40.0,0.375,0.375,0.375,0,,0.75,0.6666666666666667,0.5,1,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False
38,2023-04-17 16:26:59,394秒,样本服务,,223.104.176.12(辽宁-大连),30,38,2,12,14,4,5,4,4,1,0,0,1,1,1,1,0,0,0,2,4,2,2,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,5,4,2,4,8,4,4,5,4,5,5,2,31,1,3,1,5,1,4,4,294,394.0,5,1,8,34.0,0.4,0.3684210526315789,0.38235294117647056,-3,,0.875,0.9583333333333333,0.6875,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
730,2023-04-20 15:42:31,371秒,样本服务,,171.109.189.110(广西-南宁),40,34,2,16,11,4,3,4,3,0,1,0,0,1,0,0,0,0,0,5,4,3,3,2,3,4,3,4,4,29,4,5,3,4,4,4,5,4,5,4,3,5,4,4,3,3,4,1,4,33,3,4,4,5,3,5,1,51,1,3,1,5,1,4,4,357,371.0,2,1,-6,37.0,0.4,0.3235294117647059,0.36486486486486486,-4,,0.625,0.7583333333333333,0.5,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
99,2023-04-18 10:37:09,401秒,样本服务,,123.135.80.149(山东-泰安),24,31,2,35,49,4,3,4,2,1,1,1,0,0,0,0,0,0,0,3,4,3,4,3,5,5,4,5,5,14,4,5,3,4,5,5,5,4,3,4,2,5,5,4,5,3,4,2,4,8,3,3,4,4,5,5,1,28,1,4,1,5,1,4,4,342,401.0,3,1,7,27.5,1.4583333333333333,1.5806451612903225,1.5272727272727273,6,,0.75,0.6333333333333333,0.5625,0,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
