respondent_id,submitted_at,duration_raw,source,source_detail,ip_address,q3_morning_commute_minutes,q4_evening_commute_minutes,q5_route_type,q6_morning_congestion_minutes,q7_evening_congestion_minutes,q8_1_congestion_problem,q8_2_reroute_frequency,q8_3_confidence,q8_4_return_normal,q9_car_nav,q9_phone_nav,q9_social_media,q9_web_announcement,q9_radio_announcement,q9_tv_announcement,q9_word_of_mouth,q9_visual_confirmation,q9_none,q9_other,q10_when_seek_info,q11_1_seek_info,q11_2_disagree_guidance,q11_3_ignore_guidance,q11_4_cancel_trip,q12_1_workzone,q12_2_special_event,q12_3_weather,q12_4_peak,q12_5_incident,q13_delay_threshold_minutes,q14_1_prefer_familiar,q14_2_familiar_enables_detour,q14_3_prefer_highway,q14_4_reliability_important,q14_5_multi_choices,q14_6_no_detour_if_longer,q14_7_lane_closure_impact,q14_8_choose_smooth,q14_9_immediate_detour,q14_1_prefer_familiar_1,q14_1_prefer_familiar_2,q14_1_prefer_familiar_3,q14_1_prefer_familiar_4,q14_1_prefer_familiar_5,q14_1_prefer_familiar_6,q14_1_prefer_familiar_7,q14_1_prefer_familiar_8,q14_1_prefer_familiar_9,q14_2_familiar_enables_detour_1,q15_wait_before_detour_minutes,q16_1_commute_am,q16_2_commute_pm,q16_3_shopping,q16_4_leisure,q16_5_long_trip,q16_6_emergency,q17_gender,q18_age,q19_ethnicity,q20_income,q21_occupation,q22_education,q24_vehicle_nav,q25_home_location,q26_work_location,total_score,duration_seconds,num_info_channels,info_channel_binary
380,2023-04-19 10:23:14,1080秒,样本服务,,117.182.100.77(广西-桂林),10,18,2,3,7,4,3,4,3,0,1,0,0,0,0,0,1,0,0,2,3,3,4,2,4,3,4,5,5,5,5,5,3,5,5,4,5,5,3,4,4,4,5,4,4,4,3,1,5,5,3,4,3,3,4,5,1,29,1,3,1,5,1,4,4,226,1080.0,2,1
381,2023-04-19 10:23:34,1393秒,样本服务,,122.228.22.168(浙江-温州),31,44,1,41,39,5,3,4,4,1,1,1,0,0,0,0,0,0,0,3,5,3,4,3,5,2,3,2,5,26,3,5,3,4,3,3,4,3,3,1,4,3,5,3,4,1,3,1,5,25,5,2,4,3,5,2,2,30,1,7,1,5,1,4,4,368,1393.0,3,1
382,2023-04-19 10:23:49,1282秒,样本服务,,218.26.181.169(山西-太原),60,55,3,15,10,5,5,5,5,0,1,0,0,1,0,0,0,0,0,3,4,2,2,2,5,5,4,5,5,15,5,5,4,5,5,5,5,1,5,5,5,5,5,5,5,4,5,1,5,15,2,1,1,2,4,5,1,30,1,7,1,5,1,4,4,356,1282.0,2,1
384,2023-04-19 10:25:11,1199秒,样本服务,,36.98.101.228(河北-廊坊),32,31,3,40,42,4,3,5,4,0,1,0,0,0,0,0,1,0,0,1,4,2,1,4,4,5,4,3,4,23,4,5,4,5,4,5,4,3,4,4,5,4,5,3,4,3,4,2,5,46,3,2,4,5,4,5,2,27,1,5,1,5,1,4,2,390,1199.0,2,1
385,2023-04-19 10:30:01,496秒,样本服务,,183.137.92.209(浙江-杭州),50,40,2,15,10,4,5,5,4,1,1,1,0,1,0,0,0,0,0,2,4,2,1,5,4,5,2,4,5,20,5,4,5,4,4,5,4,4,5,4,5,4,4,5,4,2,4,2,5,15,4,5,2,1,2,4,1,31,1,3,1,5,1,4,4,330,496.0,4,1
389,2023-04-19 10:43:56,1500秒,样本服务,,122.246.1.152(浙江-宁波),20,30,2,2,10,4,4,5,5,0,1,0,0,1,0,1,1,0,0,3,5,4,4,3,5,5,4,4,3,10,5,5,1,4,4,4,4,3,3,4,4,4,5,4,4,4,4,1,5,10,5,4,3,3,3,5,1,28,1,4,1,5,1,4,4,262,1500.0,4,1
394,2023-04-19 15:18:22,333秒,样本服务,,117.155.160.203(湖北-十堰),30,30,3,42,44,5,5,5,4,1,1,0,0,1,0,0,1,0,0,3,4,3,3,5,5,3,1,5,1,12,3,4,5,5,4,5,5,5,5,3,5,3,3,5,3,3,5,1,5,6,5,3,3,3,5,5,1,33,1,6,1,6,1,4,4,349,333.0,4,1
398,2023-04-19 15:19:35,454秒,样本服务,,111.177.89.77(湖北-襄阳),27,22,2,8,3,5,4,5,1,0,1,0,0,0,0,1,0,0,0,2,4,4,3,4,5,5,4,4,5,15,5,5,4,4,4,4,5,4,3,4,5,4,5,4,4,2,3,1,4,15,3,3,2,2,4,5,1,36,1,3,2,5,1,4,4,274,454.0,2,1
400,2023-04-19 15:19:38,399秒,样本服务,,221.4.34.104(广东-广州),62,63,1,22,20,4,5,3,4,1,1,0,0,0,0,1,1,0,0,1,4,5,3,4,4,5,4,3,3,19,5,5,3,4,3,4,3,3,3,4,3,4,3,4,4,3,3,2,4,20,4,3,4,3,5,5,1,28,1,6,1,4,1,4,4,378,399.0,4,1
399,2023-04-19 15:19:38,328秒,样本服务,,39.144.181.240(河南-南阳),20,21,2,46,47,4,5,3,4,1,1,0,1,0,0,1,1,0,0,2,4,2,3,4,4,3,4,3,4,23,4,4,2,3,4,4,3,4,2,4,3,4,4,4,4,4,3,2,4,27,4,5,3,4,3,4,1,31,1,3,2,5,1,4,4,353,328.0,5,1
401,2023-04-19 15:20:54,364秒,样本服务,,116.233.234.122(上海-上海),45,40,2,8,5,4,5,5,4,1,1,1,0,1,0,0,1,0,0,1,4,5,4,3,4,5,5,4,4,15,4,5,5,4,4,5,4,4,5,4,5,5,4,4,5,4,3,1,4,10,5,4,3,4,5,4,1,28,1,4,1,5,1,2,4,313,364.0,5,1
402,2023-04-19 15:20:58,357秒,样本服务,,183.30.56.24(广东-惠州),34,43,2,16,21,4,3,3,3,1,0,0,0,0,0,0,0,0,0,1,4,4,3,2,4,2,4,4,4,22,4,4,3,4,4,4,4,3,4,3,4,4,3,3,4,4,4,3,4,20,4,4,3,4,2,4,1,37,1,3,1,5,1,4,2,330,357.0,1,1
403,2023-04-19 15:21:04,422秒,样本服务,,116.8.154.11(广西-南宁),30,36,2,11,17,4,3,4,4,1,1,0,0,0,0,0,0,0,0,5,4,2,3,4,3,4,4,5,3,20,5,4,5,5,4,5,4,3,3,4,4,4,4,4,4,3,5,2,4,21,4,4,3,3,4,5,1,25,1,3,1,4,1,4,4,308,422.0,2,1
404,2023-04-19 15:21:04,546秒,样本服务,,120.229.145.18(广东-东莞),45,30,2,45,30,5,3,2,4,1,1,0,0,1,0,0,0,0,0,3,3,2,2,4,4,5,3,4,5,20,5,4,4,5,3,4,5,4,4,3,5,4,5,4,5,3,4,2,4,20,3,2,4,5,4,5,2,32,1,5,1,4,1,3,2,370,546.0,3,1
405,2023-04-19 15:21:18,383秒,样本服务,,140.237.94.152(福建-漳州),20,20,2,5,5,4,2,5,5,1,1,0,0,1,0,0,1,0,0,3,4,3,3,1,3,3,2,3,4,15,4,4,3,4,3,3,4,3,3,3,3,3,4,4,3,3,2,1,5,10,2,2,3,3,3,4,1,35,1,6,1,5,1,4,4,233,383.0,4,1
407,2023-04-19 15:21:30,416秒,样本服务,,106.34.218.206(河南-郑州),27,28,2,4,5,4,3,4,4,1,1,1,0,0,0,0,0,0,0,2,4,3,4,3,4,5,3,3,4,6,4,3,4,4,4,4,5,3,4,4,3,4,5,4,4,3,4,3,4,5,4,5,4,4,3,5,2,28,1,6,1,5,1,3,3,251,416.0,3,1
408,2023-04-19 15:21:35,422秒,样本服务,,123.57.215.43(北京-北京),32,29,3,29,30,2,3,4,3,0,0,0,1,0,0,0,0,0,0,4,1,2,3,4,3,3,4,2,4,30,2,2,2,2,4,5,5,5,5,2,2,2,3,5,3,4,4,4,3,21,2,4,3,4,3,2,1,33,1,4,1,5,2,2,3,326,422.0,1,1
409,2023-04-19 15:21:45,402秒,样本服务,,106.61.138.92(云南-昆明),26,26,2,8,8,4,3,5,5,1,1,0,0,0,0,0,0,0,0,1,4,3,5,4,4,3,5,4,5,20,4,5,5,3,4,2,5,4,4,3,4,4,5,3,4,4,2,1,4,12,4,3,5,4,5,4,1,46,1,4,1,5,1,4,4,297,402.0,2,1
410,2023-04-19 15:22:11,443秒,样本服务,,140.240.77.213(海南-海口),27,29,2,39,43,3,3,4,5,1,1,0,0,0,0,0,1,0,0,1,4,3,3,4,5,5,4,5,4,13,5,4,3,4,4,3,5,4,5,4,4,5,4,5,4,4,5,2,4,10,4,4,5,4,5,4,1,33,1,5,1,5,1,4,4,352,443.0,3,1
411,2023-04-19 15:22:24,544秒,样本服务,,119.143.71.59(广东-广州),35,34,2,18,9,5,4,3,4,1,1,0,0,0,0,0,0,0,0,3,3,2,4,1,2,1,4,5,2,26,1,1,1,1,2,1,1,1,2,2,3,2,4,4,4,2,2,2,4,45,2,2,4,1,4,5,1,26,2,3,1,4,1,2,3,293,544.0,2,1
412,2023-04-19 15:22:25,388秒,样本服务,,183.249.70.234(浙江-温州),25,30,2,5,10,5,2,4,5,0,1,0,0,0,0,1,1,0,0,5,5,2,4,5,5,2,1,4,5,30,5,5,1,5,5,5,5,3,4,3,4,5,2,5,4,3,3,2,4,20,1,1,4,2,3,5,1,25,1,3,1,5,1,1,3,285,388.0,3,1
413,2023-04-19 15:23:02,355秒,样本服务,,106.122.123.180(福建-福州),23,25,2,30,32,5,4,5,3,1,1,0,0,0,0,0,0,0,0,5,5,1,2,3,5,4,3,4,5,12,5,4,3,4,5,5,3,3,4,4,3,3,4,5,4,5,4,1,5,13,3,3,4,5,4,5,1,36,1,5,1,4,1,3,4,320,355.0,2,1
414,2023-04-19 15:23:18,379秒,样本服务,,180.106.239.4(江苏-苏州),33,30,1,9,9,4,2,4,2,0,1,0,0,0,0,0,1,0,0,3,4,2,2,1,3,3,4,3,4,21,5,4,4,4,4,4,4,3,4,3,4,4,4,3,4,3,2,1,5,20,2,2,3,4,3,3,1,33,1,6,1,5,2,4,2,281,379.0,2,1
415,2023-04-19 15:23:21,321秒,样本服务,,120.227.96.181(湖南-郴州),30,35,2,25,32,5,5,4,4,0,1,0,0,0,0,0,1,0,0,3,4,3,2,3,5,5,4,3,4,20,4,2,3,4,5,2,4,3,3,4,4,5,4,3,4,4,2,1,4,15,5,3,4,4,4,5,1,34,1,5,1,5,1,4,3,334,321.0,2,1
416,2023-04-19 15:23:33,573秒,样本服务,,116.169.0.169(四川-成都),28,35,2,41,65,4,5,3,4,1,1,1,0,0,0,0,0,0,0,3,4,3,5,4,4,5,5,4,3,13,5,4,4,5,4,5,5,4,4,4,5,4,4,5,4,5,5,2,4,11,4,5,2,2,3,4,1,31,1,5,1,5,1,4,4,381,573.0,3,1
420,2023-04-19 15:24:38,394秒,样本服务,,58.246.155.55(上海-上海),50,40,2,20,10,4,3,4,3,1,1,0,0,0,0,0,0,0,0,5,4,2,3,1,4,2,3,4,4,30,4,3,4,4,5,5,4,3,3,1,4,4,4,3,4,2,1,1,5,20,2,2,3,4,4,4,1,36,2,4,1,5,1,4,4,332,394.0,2,1
421,2023-04-19 15:25:11,365秒,样本服务,,111.163.153.224(天津-天津),20,20,3,5,7,4,5,3,4,1,1,0,0,0,1,0,1,0,0,3,4,3,1,4,4,3,5,4,4,10,5,4,5,5,4,5,5,2,4,3,4,5,5,4,4,4,4,2,4,10,4,4,3,5,5,4,2,33,1,7,1,6,1,4,4,258,365.0,4,1
422,2023-04-19 15:25:36,489秒,样本服务,,42.84.233.19(辽宁-大连),57,38,2,23,14,5,4,5,5,1,1,0,0,0,0,1,1,0,0,1,4,2,2,4,5,5,4,4,4,10,5,4,5,5,5,4,5,5,4,4,4,5,5,4,4,5,2,2,4,16,4,4,2,4,4,5,1,28,1,4,2,5,1,4,4,345,489.0,4,1
424,2023-04-19 15:26:10,534秒,样本服务,,218.88.126.130(四川-成都),59,55,2,19,21,3,4,4,4,0,1,0,0,0,0,0,1,0,0,1,4,3,2,2,4,4,3,3,3,15,4,4,4,5,4,4,3,3,4,3,4,3,3,4,3,3,4,2,4,14,4,4,3,3,4,4,2,31,1,3,1,5,1,4,4,349,534.0,2,1
425,2023-04-19 15:26:15,373秒,样本服务,,171.104.126.9(广西-贵港),20,20,1,2,0,1,3,3,1,1,0,0,0,0,0,0,0,0,0,1,5,1,1,2,3,4,3,5,3,10,5,4,5,5,2,5,3,3,3,4,3,3,3,5,3,3,3,2,4,10,2,2,3,4,3,3,1,30,1,3,1,4,1,4,3,214,373.0,1,1
426,2023-04-19 15:26:51,513秒,样本服务,,221.181.138.128(江苏-淮安),24,30,2,5,10,4,3,4,4,0,1,0,0,0,0,0,1,0,0,3,2,3,3,4,4,5,5,4,5,15,5,2,2,4,4,5,4,5,4,4,3,4,4,4,4,4,3,2,4,10,2,2,3,2,4,5,1,27,1,3,1,4,1,4,3,262,513.0,2,1
427,2023-04-19 15:27:06,654秒,样本服务,,110.241.132.158(河北-邢台),30,40,2,15,20,4,3,4,4,1,1,0,0,1,0,0,1,0,0,3,3,3,1,3,5,5,3,3,4,15,5,5,4,5,4,5,4,5,3,3,2,4,5,4,4,3,4,1,5,15,5,4,4,3,5,5,1,26,1,2,1,5,1,3,4,309,654.0,4,1
428,2023-04-19 15:27:13,353秒,样本服务,,202.193.15.18(广西-桂林),41,51,2,15,25,5,4,4,4,1,1,0,0,0,0,1,1,0,0,5,4,2,3,4,3,4,5,4,3,31,5,5,4,5,4,5,4,5,3,4,4,3,4,4,4,3,5,1,4,31,5,5,3,4,4,5,1,24,1,4,1,5,1,4,4,371,353.0,4,1
429,2023-04-19 15:27:27,370秒,样本服务,,116.28.65.28(广东-中山),30,35,2,10,15,5,4,2,4,1,1,0,0,0,0,0,1,0,0,5,5,2,1,4,5,4,4,5,5,15,5,4,3,4,4,5,5,2,3,4,5,5,4,5,5,2,4,1,5,15,5,4,2,4,4,5,1,57,1,7,1,4,1,4,4,328,370.0,3,1
430,2023-04-19 15:27:40,448秒,样本服务,,218.26.35.9(山西-太原),22,37,2,11,23,5,4,5,5,1,1,0,0,1,0,0,0,0,0,2,5,2,3,3,5,4,3,5,5,10,5,4,5,4,5,3,5,5,3,4,3,5,4,5,4,5,4,2,5,7,5,4,3,4,5,5,2,32,1,3,1,5,1,4,4,304,448.0,3,1
431,2023-04-19 15:27:40,812秒,样本服务,,123.139.40.159(陕西-西安),46,61,2,19,27,5,4,4,5,1,1,0,0,0,0,0,1,0,0,2,4,1,1,4,5,5,4,5,4,16,5,4,1,4,5,5,4,5,4,3,5,5,5,3,3,4,5,1,4,12,5,5,3,2,3,5,1,36,1,4,1,5,1,4,4,368,812.0,3,1
433,2023-04-19 15:27:50,400秒,样本服务,,60.190.224.210(浙江-杭州),30,22,3,6,3,4,2,4,4,0,1,0,0,0,0,0,1,0,0,3,4,2,2,1,5,5,3,4,5,19,5,4,3,4,4,5,4,3,5,3,3,4,5,4,4,4,3,2,4,20,2,4,4,5,5,5,1,37,1,3,1,5,1,4,2,282,400.0,2,1
434,2023-04-19 15:28:10,408秒,样本服务,,120.199.68.226(浙江-宁波),40,40,3,10,10,4,3,4,4,1,0,0,0,0,0,0,0,0,0,1,4,4,3,3,3,3,3,4,4,20,4,4,3,4,3,3,3,3,4,3,3,3,3,3,3,3,2,1,4,15,4,4,3,3,4,4,1,49,1,3,1,1,2,3,3,313,408.0,1,1
435,2023-04-19 15:28:20,365秒,样本服务,,112.53.72.175(山东-聊城),25,30,2,5,10,5,3,4,4,0,0,0,0,0,0,1,1,0,0,5,1,3,4,2,5,4,3,5,4,15,5,4,5,5,3,3,5,5,3,4,4,4,3,4,5,5,2,4,2,15,4,3,3,4,5,5,1,32,1,1,2,4,1,1,3,280,365.0,2,1
436,2023-04-19 15:28:53,711秒,样本服务,,111.183.6.55(湖北-武汉),27,25,2,24,8,5,4,4,3,1,1,0,0,0,0,0,1,0,0,2,4,5,3,3,5,4,4,4,5,25,5,4,3,4,3,4,5,3,4,3,4,4,4,4,4,4,3,3,5,12,4,4,3,4,3,5,1,38,1,2,3,5,1,3,4,310,711.0,3,1
437,2023-04-19 15:28:55,638秒,样本服务,,223.104.212.27(上海-上海),45,50,2,10,15,5,4,5,5,0,1,0,0,1,0,1,1,0,0,3,4,3,3,4,5,5,3,3,4,15,5,5,2,5,5,3,4,4,5,3,4,5,4,5,5,3,4,2,4,15,5,5,3,4,4,5,1,36,1,4,1,5,1,3,4,344,638.0,4,1
439,2023-04-19 15:29:45,598秒,样本服务,,119.39.211.52(湖南-株洲),21,25,2,10,14,5,4,4,3,1,1,0,0,1,0,0,1,0,0,5,4,2,2,3,4,5,2,3,4,12,4,4,2,5,4,3,5,4,3,4,4,5,5,3,3,4,4,3,3,15,3,4,4,5,4,5,1,35,1,5,1,5,1,3,4,276,598.0,4,1
441,2023-04-19 15:30:20,303秒,样本服务,,27.203.132.157(山东-威海),20,30,2,10,10,5,2,3,3,1,1,0,0,0,0,0,0,0,0,2,5,1,2,2,5,5,3,3,5,26,5,5,2,4,4,4,5,3,2,3,4,5,5,4,4,3,3,1,4,25,2,3,3,2,4,5,1,36,1,5,1,4,1,4,4,292,303.0,2,1
443,2023-04-19 15:30:28,360秒,样本服务,,111.181.68.188(湖北-鄂州),40,40,2,15,15,5,4,5,4,0,1,0,0,0,0,0,1,0,0,5,4,2,2,2,5,5,4,5,5,30,4,5,3,4,5,5,4,3,4,4,5,5,5,4,4,3,4,2,4,20,4,4,3,4,5,5,1,27,1,5,1,5,1,4,4,343,360.0,2,1
444,2023-04-19 15:30:30,510秒,样本服务,,112.97.63.80(广东-深圳),38,46,2,13,23,5,4,4,3,0,1,0,0,1,0,1,1,0,0,1,4,3,3,2,5,4,4,3,5,12,5,4,3,5,5,5,4,2,5,3,4,5,4,5,4,4,3,1,5,13,4,4,3,3,4,5,1,26,1,4,1,4,1,4,4,321,510.0,4,1
446,2023-04-19 15:30:46,428秒,样本服务,,36.129.134.6(辽宁-大连),30,45,2,10,25,5,5,5,4,0,1,0,0,1,0,0,1,0,0,1,5,4,3,4,5,4,3,4,5,15,5,5,4,4,5,5,5,5,5,3,4,5,4,4,4,3,4,2,5,15,4,3,2,4,3,5,1,32,1,7,1,5,1,4,4,332,428.0,3,1
447,2023-04-19 15:30:51,509秒,样本服务,,123.180.103.39(河北-邢台),30,30,2,10,12,5,3,3,4,1,1,0,0,0,0,0,1,0,0,5,5,3,2,4,5,4,5,5,4,18,5,4,3,4,5,5,4,2,5,3,3,5,4,4,5,5,3,2,4,10,3,3,5,4,4,5,2,32,1,3,1,5,1,4,4,295,509.0,3,1
448,2023-04-19 15:31:11,413秒,样本服务,,117.182.200.98(广西-玉林),23,12,3,1,2,3,3,4,2,1,1,0,0,1,0,1,0,0,0,2,4,1,4,2,5,5,3,4,5,6,5,4,4,5,5,3,4,4,5,4,5,5,4,4,4,4,2,1,4,3,5,5,4,4,5,4,1,52,1,2,2,5,1,4,3,249,413.0,4,1
450,2023-04-19 15:31:46,378秒,样本服务,,183.61.241.25(广东-东莞),38,40,2,46,49,5,4,5,4,1,1,0,0,1,0,0,1,0,0,1,4,2,2,2,5,5,5,4,4,5,4,4,3,5,4,4,4,5,4,4,4,4,5,4,4,3,4,2,5,9,4,4,4,3,3,5,1,33,1,5,1,5,1,4,4,372,378.0,4,1
451,2023-04-19 15:31:55,353秒,样本服务,,101.226.41.88(上海-上海),28,40,3,16,22,4,5,4,5,1,1,0,0,0,0,0,0,0,0,5,4,2,3,4,5,5,4,5,4,20,4,4,3,4,4,3,4,4,4,4,4,4,5,5,5,5,5,2,4,24,3,3,4,4,4,5,2,33,1,4,1,4,1,4,4,339,353.0,2,1
452,2023-04-19 15:32:12,423秒,样本服务,,220.164.91.125(云南-文山),19,19,3,20,20,4,3,4,3,1,1,1,0,0,1,1,1,0,0,1,5,5,4,4,4,4,5,5,4,20,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,13,4,4,4,5,4,5,1,32,1,6,1,5,1,2,3,303,423.0,6,1
453,2023-04-19 15:32:49,807秒,样本服务,,211.94.225.244(天津-天津),30,40,2,5,15,5,5,5,4,0,1,0,0,0,0,1,1,0,0,2,5,2,2,4,5,5,4,5,5,7,5,3,2,5,4,5,5,3,4,5,3,4,5,4,3,4,2,3,5,6,4,5,3,4,4,5,1,39,1,3,2,5,1,4,3,299,807.0,3,1
454,2023-04-19 15:33:04,372秒,样本服务,,121.17.166.130(河北-衡水),31,27,2,7,5,4,4,3,3,1,1,0,0,0,0,0,1,0,0,3,2,2,1,2,3,4,3,4,3,15,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,3,3,4,11,4,3,3,3,3,4,1,37,1,7,1,5,1,4,4,264,372.0,3,1
455,2023-04-19 15:33:11,319秒,样本服务,,118.115.1.226(四川-成都),10,20,3,5,10,3,3,4,4,0,1,0,0,0,0,0,0,0,0,3,2,2,2,2,5,5,5,4,3,20,5,4,3,3,4,3,4,4,3,4,4,4,4,3,3,3,4,3,3,30,2,3,4,3,4,4,1,28,1,3,1,4,1,4,4,257,319.0,1,1
456,2023-04-19 15:33:14,339秒,样本服务,,118.123.243.169(四川-成都),31,33,2,14,21,4,5,4,3,1,1,1,1,0,1,0,1,0,0,1,4,2,2,3,4,5,4,3,5,18,4,4,3,4,4,4,3,4,4,4,2,4,4,4,3,4,4,3,4,6,4,3,4,3,4,4,1,38,1,6,2,5,1,4,4,303,339.0,6,1
457,2023-04-19 15:33:22,450秒,样本服务,,14.150.224.67(广东-佛山),22,25,1,37,32,5,3,5,2,1,1,0,0,0,0,0,1,0,0,5,4,2,1,3,5,3,4,4,5,31,5,5,3,4,4,4,5,2,3,4,3,3,4,5,4,3,5,1,5,31,4,5,3,3,4,5,1,29,1,2,3,2,1,3,3,351,450.0,3,1
458,2023-04-19 15:33:27,417秒,样本服务,,220.198.104.104(广东-东莞),19,18,3,31,30,5,3,3,4,0,1,0,0,0,0,0,0,0,0,3,3,2,4,2,3,4,5,4,3,47,5,4,3,4,4,3,3,4,2,4,4,5,3,3,3,3,3,2,4,47,4,3,4,5,4,5,1,31,1,3,1,4,1,3,2,361,417.0,1,1
460,2023-04-19 15:33:34,535秒,样本服务,,59.47.232.98(辽宁-本溪),35,25,3,10,5,5,3,4,3,1,1,1,0,1,0,1,1,0,0,5,4,2,1,2,5,5,5,4,4,10,4,5,3,4,5,4,5,3,3,4,5,4,4,5,5,3,4,1,4,10,4,4,5,5,5,4,2,38,1,5,1,4,1,3,4,284,535.0,6,1
459,2023-04-19 15:33:34,601秒,样本服务,,171.92.134.27(四川-成都),30,30,2,10,10,3,3,4,3,1,1,0,0,0,0,1,0,0,0,1,4,3,2,3,3,4,3,3,3,15,4,3,3,4,2,3,3,3,3,3,3,3,3,2,2,3,4,2,4,15,4,3,3,3,2,3,1,33,1,2,1,5,1,4,4,261,601.0,3,1
461,2023-04-19 15:33:41,658秒,样本服务,,223.104.39.241(北京-北京),40,60,2,15,35,4,5,4,5,0,1,0,0,0,0,1,1,0,0,3,4,3,2,1,4,5,3,3,4,10,5,4,3,3,4,5,3,4,4,4,5,3,4,3,4,4,3,1,5,10,4,5,3,3,2,2,1,43,1,3,1,4,2,1,1,352,658.0,3,1
462,2023-04-19 15:34:02,455秒,样本服务,,110.154.135.83(新疆-喀什),27,38,2,5,10,3,4,5,4,0,1,0,0,1,0,0,0,0,0,1,3,2,4,5,4,3,5,3,4,11,5,4,4,3,5,3,3,4,4,5,3,5,4,4,5,5,3,1,5,10,4,3,2,3,4,5,1,44,1,2,1,5,1,2,4,292,455.0,2,1
463,2023-04-19 15:34:06,458秒,样本服务,,117.152.212.8(湖北-武汉),39,56,3,12,29,4,3,3,4,0,1,0,0,0,0,0,0,0,0,3,3,2,1,2,5,4,3,3,4,18,5,3,3,5,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4,19,2,2,3,2,4,5,1,29,1,5,3,5,1,4,4,337,458.0,1,1
468,2023-04-19 15:34:49,347秒,样本服务,,42.84.233.237(辽宁-大连),36,45,2,32,39,4,3,4,3,0,1,0,1,0,0,0,0,0,0,1,4,3,4,3,4,3,4,3,4,14,4,5,4,5,4,5,4,5,4,4,3,4,3,4,5,4,5,1,4,27,4,5,5,4,4,5,2,31,1,4,1,4,1,4,4,376,347.0,2,1
469,2023-04-19 15:34:56,316秒,样本服务,,39.144.187.175(北京-北京),15,25,1,25,30,4,4,3,5,1,1,0,1,1,0,0,1,0,0,2,4,3,4,5,4,3,4,3,5,12,3,4,5,4,4,3,2,4,3,4,3,4,4,2,3,4,2,5,2,20,4,3,5,4,3,4,1,27,1,6,2,4,1,4,4,295,316.0,5,1
470,2023-04-19 15:35:23,351秒,样本服务,,101.82.244.134(上海-上海),60,60,2,20,20,5,4,5,4,0,1,0,0,0,0,0,1,0,0,5,4,2,1,3,5,4,5,5,4,20,4,3,4,5,4,4,5,4,5,4,5,4,5,4,5,4,3,1,5,15,5,5,4,4,5,5,1,35,1,6,1,5,1,4,4,389,351.0,2,1
471,2023-04-19 15:35:26,724秒,样本服务,,183.6.93.156(广东-广州),60,70,3,20,30,5,3,3,4,0,1,0,0,1,0,1,0,0,0,5,5,2,2,3,4,5,3,3,4,20,5,5,2,4,5,2,5,3,3,1,5,3,4,3,3,4,3,1,5,20,3,3,4,4,4,5,1,36,1,2,1,4,1,4,4,393,724.0,3,1
472,2023-04-19 15:35:38,485秒,样本服务,,223.104.69.53(广东-佛山),34,47,2,12,25,5,4,5,4,1,1,0,0,1,0,0,0,0,0,3,3,2,1,2,4,5,3,4,5,12,4,4,3,5,4,5,5,3,5,5,4,5,4,5,5,4,3,2,4,4,4,5,3,4,5,4,2,30,1,6,1,5,1,4,4,317,485.0,3,1
474,2023-04-19 15:35:59,402秒,样本服务,,61.189.29.226(辽宁-沈阳),51,78,2,21,40,4,3,5,2,1,1,1,0,1,0,0,1,0,0,3,4,1,2,5,4,2,5,3,4,37,4,5,3,2,4,5,4,5,3,1,3,5,4,3,5,2,1,2,5,38,4,3,1,5,2,4,1,30,1,5,2,4,1,4,3,426,402.0,5,1
475,2023-04-19 15:36:03,876秒,样本服务,,39.144.108.45(山东-枣庄),71,64,2,37,28,5,4,4,4,0,1,0,0,0,0,0,1,0,0,1,4,2,2,4,5,5,4,4,4,29,4,4,3,5,4,5,2,4,5,4,4,4,4,4,4,4,4,2,4,28,4,4,2,4,4,5,2,34,1,5,1,5,1,4,4,441,876.0,2,1
476,2023-04-19 15:36:06,389秒,样本服务,,112.17.30.243(浙江-杭州),15,26,2,6,10,5,4,5,3,1,1,1,0,1,0,0,1,0,0,2,5,2,1,3,4,4,5,5,5,20,5,4,5,5,4,5,5,4,4,5,4,4,4,5,4,5,4,2,5,10,4,5,3,3,4,5,1,32,1,4,2,4,1,4,4,279,389.0,5,1
477,2023-04-19 15:36:11,500秒,样本服务,,183.249.96.74(浙江-宁波),32,37,1,10,11,4,4,5,4,1,1,0,0,0,0,0,1,0,0,2,4,3,3,4,4,5,5,4,5,15,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,3,3,2,3,17,4,4,3,4,4,5,1,32,1,5,1,5,1,4,4,302,500.0,3,1
481,2023-04-19 15:36:55,476秒,样本服务,,110.19.170.24(内蒙古-呼和浩特),30,24,3,41,42,5,4,5,5,1,1,0,0,0,0,0,0,0,0,3,4,5,5,4,5,4,5,5,4,13,4,4,1,5,4,5,5,4,5,5,5,4,5,5,4,5,4,1,5,13,2,1,4,5,5,5,1,32,1,4,2,5,1,4,4,359,476.0,2,1
482,2023-04-19 15:36:59,617秒,样本服务,,61.185.128.109(陕西-安康),50,60,3,15,25,5,3,5,4,0,1,0,0,1,0,0,1,0,0,3,3,3,3,1,5,5,2,3,5,10,5,5,4,5,5,5,5,4,3,4,5,5,5,5,5,3,5,4,2,25,3,3,5,2,5,5,1,36,1,4,2,5,1,4,4,377,617.0,3,1
